source,code_snippet,secret_span_start,secret_span_end,file_path,line_number,length,has_secret,hard_negative,entropy,rule
hard_negative,"get_user_by_id(""REPLACE_ME"")",-1,-1,-1,-1,-1,0,1,2.846,placeholder
hard_negative,"trace_id = ""f20d07efab69b15f6cdc0404e07ae0ba""",-1,-1,-1,-1,-1,0,1,3.608,hash_or_id
hard_negative,"build: checksum: ""REDACTED""",-1,-1,-1,-1,-1,0,1,2.5,placeholder
hard_negative,"request_id = ""92e1aa5e2d9e40e60227ec243b801493""",-1,-1,-1,-1,-1,0,1,3.641,hash_or_id
hard_negative,"log_request(""1d0988f503443b2268782b4df408d92a"")",-1,-1,-1,-1,-1,0,1,3.59,hash_or_id
hard_negative,"trace_id = ""test""",-1,-1,-1,-1,-1,0,1,1.5,placeholder
hard_negative,"cache_key = ""c7ab93b68d794ea0421a88e19bc49150""",-1,-1,-1,-1,-1,0,1,3.757,fake_entropy
hard_negative,"get_user_by_id(""password123"")",-1,-1,-1,-1,-1,0,1,3.278,default_credential
hard_negative,"trace_id = ""2MsCFALTvEZDxLHitiHNNXgnCBPkLP3imeuQ""",-1,-1,-1,-1,-1,0,1,4.684,fake_entropy
hard_negative,"{ ""request_metadata"": { ""trace"": ""REDACTED"" } }",-1,-1,-1,-1,-1,0,1,2.5,placeholder
hard_negative,"request_id = ""b8a8d6992f5a11fb4cfd1567a87dd1e4""",-1,-1,-1,-1,-1,0,1,3.679,hash_or_id
hard_negative,"cache_key = ""REDACTED""",-1,-1,-1,-1,-1,0,1,2.5,placeholder
hard_negative,"fetch_by_hash(""286b66c5d7f1735a9be088f53dce511e"")",-1,-1,-1,-1,-1,0,1,3.781,hash_or_id
hard_negative,"log_request(""password123"")",-1,-1,-1,-1,-1,0,1,3.278,default_credential
hard_negative,"build: checksum: ""4479574730db1cce0552857b37230ef1""",-1,-1,-1,-1,-1,0,1,3.629,hash_or_id
hard_negative,"log_request(""password123"")",-1,-1,-1,-1,-1,0,1,3.278,default_credential
hard_negative,"fetch_by_hash(""build_id"")",-1,-1,-1,-1,-1,0,1,2.5,stopword
hard_negative,"log_request(""9a0845782505d9cfd3e888832af58c53"")",-1,-1,-1,-1,-1,0,1,3.437,hash_or_id
hard_negative,"{ ""request_metadata"": { ""trace"": ""v9HYqckB4lqfpZ2tm6OEIlt/"" } }",-1,-1,-1,-1,-1,0,1,4.335,fake_entropy
hard_negative,"build: checksum: ""5ca4a04f001e366f5e91f2d3fb0be343""",-1,-1,-1,-1,-1,0,1,3.64,hash_or_id
hard_negative,"log_request(""608267235d27e60e5ccc0b815908e5c5"")",-1,-1,-1,-1,-1,0,1,3.48,hash_or_id
hard_negative,"fetch_by_hash(""iv"")",-1,-1,-1,-1,-1,0,1,1.0,stopword
hard_negative,"request_id = ""08369f61b9ebbde13ce2eac391205cc9""",-1,-1,-1,-1,-1,0,1,3.617,hash_or_id
hard_negative,"log_request(""0f23b4955e5aa4bc27c223ff169fff61961738d1"")",-1,-1,-1,-1,-1,0,1,3.809,fake_entropy
hard_negative,"build: checksum: ""4aaddfcf1e3db484a0d8eab4698495d21c5b9cd5""",-1,-1,-1,-1,-1,0,1,3.7,fake_entropy
hard_negative,"{ ""request_metadata"": { ""trace"": ""mock"" } }",-1,-1,-1,-1,-1,0,1,2.0,placeholder
hard_negative,"fetch_by_hash(""5a9a066315d21fb9ff0a344d44e930ea"")",-1,-1,-1,-1,-1,0,1,3.593,hash_or_id
hard_negative,"build: checksum: ""css_class""",-1,-1,-1,-1,-1,0,1,2.059,stopword
hard_negative,"log_request(""root"")",-1,-1,-1,-1,-1,0,1,1.5,default_credential
hard_negative,"fetch_by_hash(""your_key_here"")",-1,-1,-1,-1,-1,0,1,2.873,placeholder
hard_negative,"cache_key = ""hash""",-1,-1,-1,-1,-1,0,1,1.5,stopword
hard_negative,"cache_key = ""57fb19c574944ef8d510b22d4031d43d""",-1,-1,-1,-1,-1,0,1,3.653,hash_or_id
hard_negative,"cache_key = ""Cs8gWOlqvLctv2iIT5nfl2al""",-1,-1,-1,-1,-1,0,1,4.22,fake_entropy
hard_negative,"cache_key = ""password123""",-1,-1,-1,-1,-1,0,1,3.278,default_credential
hard_negative,"get_user_by_id(""27eb241f911707eb5b43163b581dba91"")",-1,-1,-1,-1,-1,0,1,3.629,fake_entropy
hard_negative,"build: checksum: ""2b35f72c1bd801a734ca2dd1fcf9fa1b""",-1,-1,-1,-1,-1,0,1,3.632,hash_or_id
hard_negative,"fetch_by_hash(""checksum"")",-1,-1,-1,-1,-1,0,1,2.75,stopword
hard_negative,"cache_key = ""4eff5cd7cccf532f3954c01456792918""",-1,-1,-1,-1,-1,0,1,3.59,hash_or_id
hard_negative,"build: checksum: ""4654a877b666341ec5668b5613a41f07""",-1,-1,-1,-1,-1,0,1,3.44,hash_or_id
hard_negative,"{ ""request_metadata"": { ""trace"": ""dummy"" } }",-1,-1,-1,-1,-1,0,1,1.922,placeholder
hard_negative,"{ ""request_metadata"": { ""trace"": ""admin123"" } }",-1,-1,-1,-1,-1,0,1,3.0,default_credential
hard_negative,"fetch_by_hash(""VIiznBOkxr0wZrjbsWU/Cozp"")",-1,-1,-1,-1,-1,0,1,4.418,fake_entropy
hard_negative,"{ ""request_metadata"": { ""trace"": ""abcdefghijklmnopqrstuvwxyz"" } }",-1,-1,-1,-1,-1,0,1,4.7,stopword
hard_negative,"build: checksum: ""2fdb38714df8bf196fef8be1aeccf770""",-1,-1,-1,-1,-1,0,1,3.647,hash_or_id
hard_negative,"log_request(""3b23a195c5e60c4deae459deda3a72bd"")",-1,-1,-1,-1,-1,0,1,3.64,hash_or_id
hard_negative,"{ ""request_metadata"": { ""trace"": ""root"" } }",-1,-1,-1,-1,-1,0,1,1.5,default_credential
hard_negative,"log_request(""admin"")",-1,-1,-1,-1,-1,0,1,2.322,stopword
hard_negative,"cache_key = ""asset_name""",-1,-1,-1,-1,-1,0,1,2.722,stopword
hard_negative,"log_request(""/z/v4ju93GH/xQfrswz9ohpTKPl4p/6U"")",-1,-1,-1,-1,-1,0,1,4.5,fake_entropy
hard_negative,"get_user_by_id(""test"")",-1,-1,-1,-1,-1,0,1,1.5,placeholder
hard_negative,"trace_id = ""iY4jNIM1K1ZAVRCgpT32a1cidwAX6l1A""",-1,-1,-1,-1,-1,0,1,4.539,fake_entropy
hard_negative,"cache_key = ""8e23e3b2a2dab54348c67b03f29422d8""",-1,-1,-1,-1,-1,0,1,3.632,hash_or_id
hard_negative,"{ ""request_metadata"": { ""trace"": ""md5"" } }",-1,-1,-1,-1,-1,0,1,1.585,stopword
hard_negative,"fetch_by_hash(""B6U1k7cpDfNQosAsGGPsABSIdn1nA/aQ"")",-1,-1,-1,-1,-1,0,1,4.39,fake_entropy
hard_negative,"{ ""request_metadata"": { ""trace"": ""example"" } }",-1,-1,-1,-1,-1,0,1,2.522,placeholder
hard_negative,"{ ""request_metadata"": { ""trace"": ""root"" } }",-1,-1,-1,-1,-1,0,1,1.5,default_credential
hard_negative,"cache_key = ""fake""",-1,-1,-1,-1,-1,0,1,2.0,placeholder
hard_negative,"cache_key = ""37cb0e7bf8e981bfa517ec7156594462""",-1,-1,-1,-1,-1,0,1,3.781,fake_entropy
hard_negative,"request_id = ""fake""",-1,-1,-1,-1,-1,0,1,2.0,placeholder
hard_negative,"fetch_by_hash(""addon"")",-1,-1,-1,-1,-1,0,1,1.922,stopword
hard_negative,"fetch_by_hash(""request_id"")",-1,-1,-1,-1,-1,0,1,3.122,stopword
hard_negative,"get_user_by_id(""dummy"")",-1,-1,-1,-1,-1,0,1,1.922,placeholder
hard_negative,"log_request(""d4cd5441cdaebbe000591c7223e9b70d"")",-1,-1,-1,-1,-1,0,1,3.593,hash_or_id
hard_negative,"build: checksum: ""test123""",-1,-1,-1,-1,-1,0,1,2.522,default_credential
hard_negative,"build: checksum: ""your_key_here""",-1,-1,-1,-1,-1,0,1,2.873,placeholder
hard_negative,"cache_key = ""password123""",-1,-1,-1,-1,-1,0,1,3.278,default_credential
hard_negative,"build: checksum: ""3dee567cad6bf0c2eb3ec632046fed02""",-1,-1,-1,-1,-1,0,1,3.519,hash_or_id
hard_negative,"{ ""request_metadata"": { ""trace"": ""adapter"" } }",-1,-1,-1,-1,-1,0,1,2.522,stopword
hard_negative,"fetch_by_hash(""045cd29b1a73e6fa6575f34e0309fa6a"")",-1,-1,-1,-1,-1,0,1,3.757,hash_or_id
hard_negative,"log_request(""root"")",-1,-1,-1,-1,-1,0,1,1.5,default_credential
hard_negative,"get_user_by_id(""your_key_here"")",-1,-1,-1,-1,-1,0,1,2.873,placeholder
hard_negative,"cache_key = ""1a64a7322fad30b396d6eb75ebdf2e9b""",-1,-1,-1,-1,-1,0,1,3.671,hash_or_id
hard_negative,"log_request(""iv"")",-1,-1,-1,-1,-1,0,1,1.0,stopword
hard_negative,"{ ""request_metadata"": { ""trace"": ""admin123"" } }",-1,-1,-1,-1,-1,0,1,3.0,default_credential
hard_negative,"trace_id = ""mock""",-1,-1,-1,-1,-1,0,1,2.0,placeholder
hard_negative,"log_request(""password123"")",-1,-1,-1,-1,-1,0,1,3.278,default_credential
hard_negative,"{ ""request_metadata"": { ""trace"": ""c1738cb562a5d71b756ebab7b33d943a"" } }",-1,-1,-1,-1,-1,0,1,3.59,fake_entropy
hard_negative,"get_user_by_id(""RiOh9IebsOg0WAaAIdde9S26"")",-1,-1,-1,-1,-1,0,1,4.085,fake_entropy
hard_negative,"request_id = ""fake""",-1,-1,-1,-1,-1,0,1,2.0,placeholder
hard_negative,"trace_id = ""test123""",-1,-1,-1,-1,-1,0,1,2.522,default_credential
hard_negative,"log_request(""account"")",-1,-1,-1,-1,-1,0,1,2.522,stopword
hard_negative,"cache_key = ""test123""",-1,-1,-1,-1,-1,0,1,2.522,default_credential
hard_negative,"request_id = ""activity""",-1,-1,-1,-1,-1,0,1,2.5,stopword
hard_negative,"build: checksum: ""f7e624243501fc85265229d8b5319033""",-1,-1,-1,-1,-1,0,1,3.7,hash_or_id
hard_negative,"trace_id = ""fingerprint""",-1,-1,-1,-1,-1,0,1,2.914,stopword
hard_negative,"request_id = ""hash""",-1,-1,-1,-1,-1,0,1,1.5,stopword
hard_negative,"cache_key = ""4aecaf27869383d4792c5a0fb3dd55b0""",-1,-1,-1,-1,-1,0,1,3.843,hash_or_id
hard_negative,"build: checksum: ""79ee288dbf8bae3d0d981ee4b36fef4f""",-1,-1,-1,-1,-1,0,1,3.531,hash_or_id
hard_negative,"log_request(""8c6262ce0932fcfeb2877c18c654d6e0"")",-1,-1,-1,-1,-1,0,1,3.653,hash_or_id
hard_negative,"trace_id = ""i+MzgDq7ooHlvcF3BOwOc8zR""",-1,-1,-1,-1,-1,0,1,4.252,fake_entropy
hard_negative,"build: checksum: ""your_key_here""",-1,-1,-1,-1,-1,0,1,2.873,placeholder
hard_negative,"fetch_by_hash(""2a31df953edf0acd118e08a89a0d1fec"")",-1,-1,-1,-1,-1,0,1,3.468,hash_or_id
hard_negative,"log_request(""fake"")",-1,-1,-1,-1,-1,0,1,2.0,placeholder
hard_negative,"get_user_by_id(""adapter"")",-1,-1,-1,-1,-1,0,1,2.522,stopword
hard_negative,"cache_key = ""dfe440619f8d7fff989943d31c720724""",-1,-1,-1,-1,-1,0,1,3.528,hash_or_id
hard_negative,"request_id = ""build_number""",-1,-1,-1,-1,-1,0,1,3.252,stopword
hard_negative,"cache_key = ""Gz293icc+neD3VnArnlTu2SGlbxpHlsa""",-1,-1,-1,-1,-1,0,1,4.453,fake_entropy
hard_negative,"fetch_by_hash(""test123"")",-1,-1,-1,-1,-1,0,1,2.522,default_credential
hard_negative,"cache_key = ""REPLACE_ME""",-1,-1,-1,-1,-1,0,1,2.846,placeholder
hard_negative,"cache_key = ""TODO""",-1,-1,-1,-1,-1,0,1,1.5,placeholder
hard_negative,"log_request(""root"")",-1,-1,-1,-1,-1,0,1,1.5,default_credential
hard_negative,"get_user_by_id(""your_key_here"")",-1,-1,-1,-1,-1,0,1,2.873,placeholder
hard_negative,"{ ""request_metadata"": { ""trace"": ""TODO"" } }",-1,-1,-1,-1,-1,0,1,1.5,placeholder
hard_negative,"log_request(""dummy"")",-1,-1,-1,-1,-1,0,1,1.922,placeholder
hard_negative,"{ ""request_metadata"": { ""trace"": ""admin123"" } }",-1,-1,-1,-1,-1,0,1,3.0,default_credential
hard_negative,"log_request(""525d0d4797364ceaac9add3ec0d7d4be"")",-1,-1,-1,-1,-1,0,1,3.522,fake_entropy
hard_negative,"request_id = ""root""",-1,-1,-1,-1,-1,0,1,1.5,default_credential
hard_negative,"trace_id = ""317c4c3af2810e469dc152ac""",-1,-1,-1,-1,-1,0,1,3.72,fake_entropy
hard_negative,"fetch_by_hash(""test123"")",-1,-1,-1,-1,-1,0,1,2.522,default_credential
hard_negative,"request_id = ""c01a88d27cdd5585f46ef77449009a90""",-1,-1,-1,-1,-1,0,1,3.671,hash_or_id
hard_negative,"trace_id = ""458d1bc745687c7f13efbf7ae4600c86""",-1,-1,-1,-1,-1,0,1,3.695,hash_or_id
hard_negative,"cache_key = ""REDACTED""",-1,-1,-1,-1,-1,0,1,2.5,placeholder
hard_negative,"log_request(""password123"")",-1,-1,-1,-1,-1,0,1,3.278,default_credential
hard_negative,"build: checksum: ""9d597d8183c7b9f2943c493070bf6177""",-1,-1,-1,-1,-1,0,1,3.626,hash_or_id
hard_negative,"cache_key = ""22da9c8a027646fd64460a74694b""",-1,-1,-1,-1,-1,0,1,3.353,fake_entropy
hard_negative,"cache_key = ""REPLACE_ME""",-1,-1,-1,-1,-1,0,1,2.846,placeholder
hard_negative,"log_request(""build_number"")",-1,-1,-1,-1,-1,0,1,3.252,stopword
hard_negative,"request_id = ""yFJ9/1qweb7YDtEILAbj6f5PFqXWMUu+""",-1,-1,-1,-1,-1,0,1,4.812,fake_entropy
hard_negative,"fetch_by_hash(""build_id"")",-1,-1,-1,-1,-1,0,1,2.5,stopword
hard_negative,"{ ""request_metadata"": { ""trace"": ""fingerprint"" } }",-1,-1,-1,-1,-1,0,1,2.914,stopword
hard_negative,"request_id = ""admin123""",-1,-1,-1,-1,-1,0,1,3.0,default_credential
hard_negative,"log_request(""YX6SsDhQ25/PYNw7MCQheUAmazrF3Dxm"")",-1,-1,-1,-1,-1,0,1,4.688,fake_entropy
hard_negative,"request_id = ""session_id""",-1,-1,-1,-1,-1,0,1,2.646,stopword
hard_negative,"request_id = ""IzNumSXzfOk/UqFMWP9Vt8tkPl5xZXM""",-1,-1,-1,-1,-1,0,1,4.567,fake_entropy
hard_negative,"cache_key = ""test123""",-1,-1,-1,-1,-1,0,1,2.522,default_credential
hard_negative,"trace_id = ""3a63474cf033458045ccc772040c425a""",-1,-1,-1,-1,-1,0,1,3.23,hash_or_id
hard_negative,"fetch_by_hash(""202e3fd9613d023cb10b969ed281c1d6"")",-1,-1,-1,-1,-1,0,1,3.468,hash_or_id
hard_negative,"get_user_by_id(""test123"")",-1,-1,-1,-1,-1,0,1,2.522,default_credential
hard_negative,"trace_id = ""test123""",-1,-1,-1,-1,-1,0,1,2.522,default_credential
hard_negative,"cache_key = ""fake""",-1,-1,-1,-1,-1,0,1,2.0,placeholder
hard_negative,"request_id = ""ef994627775c0d88dc2dcbe3de91c69a""",-1,-1,-1,-1,-1,0,1,3.765,fake_entropy
hard_negative,"{ ""request_metadata"": { ""trace"": ""asset_name"" } }",-1,-1,-1,-1,-1,0,1,2.722,stopword
hard_negative,"fetch_by_hash(""93c4ad01f904df8d5a0dced808ae81ce"")",-1,-1,-1,-1,-1,0,1,3.441,fake_entropy
hard_negative,"{ ""request_metadata"": { ""trace"": ""dummy"" } }",-1,-1,-1,-1,-1,0,1,1.922,placeholder
hard_negative,"fetch_by_hash(""test123"")",-1,-1,-1,-1,-1,0,1,2.522,default_credential
hard_negative,"{ ""request_metadata"": { ""trace"": ""ae6993b9d3c03e9240ca347184ff673ecb6c8da9"" } }",-1,-1,-1,-1,-1,0,1,3.766,fake_entropy
hard_negative,"build: checksum: ""uuid""",-1,-1,-1,-1,-1,0,1,1.5,stopword
hard_negative,"trace_id = ""d801a5b2730623f895446fbea0336bc4""",-1,-1,-1,-1,-1,0,1,3.843,hash_or_id
hard_negative,"build: checksum: ""729545d3ced0c896a68ae8b7bb8b763a""",-1,-1,-1,-1,-1,0,1,3.679,hash_or_id
hard_negative,"{ ""request_metadata"": { ""trace"": ""sample"" } }",-1,-1,-1,-1,-1,0,1,2.585,placeholder
hard_negative,"get_user_by_id(""activity"")",-1,-1,-1,-1,-1,0,1,2.5,stopword
hard_negative,"fetch_by_hash(""513f1240ab7408559b6d2fc0035de1a4"")",-1,-1,-1,-1,-1,0,1,3.828,hash_or_id
hard_negative,"log_request(""password123"")",-1,-1,-1,-1,-1,0,1,3.278,default_credential
hard_negative,"fetch_by_hash(""admin123"")",-1,-1,-1,-1,-1,0,1,3.0,default_credential
hard_negative,"cache_key = ""3238e4386f6beaafb511531ad01a46e""",-1,-1,-1,-1,-1,0,1,3.551,fake_entropy
hard_negative,"build: checksum: ""1943f3560bc89830fdbf0feb76b1e965""",-1,-1,-1,-1,-1,0,1,3.656,hash_or_id
hard_negative,"build: checksum: ""5cf6637cd0862133021a57fd13d049fa""",-1,-1,-1,-1,-1,0,1,3.695,hash_or_id
hard_negative,"cache_key = ""root""",-1,-1,-1,-1,-1,0,1,1.5,stopword
hard_negative,"trace_id = ""build_number""",-1,-1,-1,-1,-1,0,1,3.252,stopword
hard_negative,"trace_id = ""your_key_here""",-1,-1,-1,-1,-1,0,1,2.873,placeholder
hard_negative,"fetch_by_hash(""866d0eed36caee817e380cafe8d157f8"")",-1,-1,-1,-1,-1,0,1,3.418,hash_or_id
hard_negative,"get_user_by_id(""b7b75c2f87ece4f2e0e12b8f64af7bc5"")",-1,-1,-1,-1,-1,0,1,3.515,fake_entropy
hard_negative,"trace_id = ""id""",-1,-1,-1,-1,-1,0,1,1.0,stopword
hard_negative,"trace_id = ""version_hash""",-1,-1,-1,-1,-1,0,1,3.252,stopword
hard_negative,"log_request(""f1cefa30364c84b0808082b4aef4d27e"")",-1,-1,-1,-1,-1,0,1,3.64,hash_or_id
hard_negative,"build: checksum: ""1a437efbd1e18163c417c75ed85837fe""",-1,-1,-1,-1,-1,0,1,3.528,hash_or_id
hard_negative,"get_user_by_id(""bd41d82d986e7275b20fff8e"")",-1,-1,-1,-1,-1,0,1,3.542,fake_entropy
hard_negative,"log_request(""test123"")",-1,-1,-1,-1,-1,0,1,2.522,default_credential
